species,longitude,latitude
tiger,109.455466078000000,32.247732358699999
tiger,109.445209463000000,31.802644131699999
tiger,107.287634497000000,29.651466010400000
tiger,107.686115532000000,29.330567019800000
tiger,108.242517602000010,29.295859170600000
tiger,108.713611881000010,29.065736524300000
tiger,107.119647797000000,29.052638685300000
tiger,107.442366542000000,28.751666963900000
tiger,107.413186055000000,28.443908485600002
tiger,108.152610331999990,28.957064148400001
tiger,108.313158559000000,28.447366939599998
tiger,108.913513409999990,28.017383147200000
tiger,108.778972119000000,27.893633143599999
tiger,108.730500502000000,27.669098919200000
tiger,105.889837342000010,28.455992512700000
tiger,106.332147262000010,28.547823441900000
tiger,106.198744534000000,28.273993385400001
tiger,106.345173600000000,28.271894287300000
tiger,106.801440501000000,28.215179128300001
tiger,107.197034184000000,27.995671629499999
tiger,107.174770364000000,27.866739131100001
tiger,105.828390688000000,27.921966097799999
tiger,104.356745754000000,27.519441011700000
tiger,111.846308808000000,40.788494983200003
tiger,113.410309369000000,38.910060531200003
tiger,113.378223866000000,38.675955809900003
tiger,111.120793617999990,36.349951038500002
tiger,111.539379826000000,34.983287184799998
tiger,111.371707766000000,33.494866096300001
tiger,111.430135241000000,32.876510390999997
tiger,111.806850428000000,33.098637122699998
tiger,112.132485059999990,33.007819012799999
tiger,110.221022839000000,31.498026734400000
tiger,110.248853982000000,30.624635742399999
tiger,110.821858613000000,30.441877851899999
tiger,111.789533248000000,31.593070843800000
tiger,111.756519797000000,31.265542993800000
tiger,110.508726857000000,30.084330730000001
tiger,111.504655078000000,29.657552291599998
tiger,113.388530879000000,32.338163721599997
tiger,114.489107278000010,30.245237871499999
tiger,112.231251280000000,28.067218794300000
tiger,112.936671590000000,28.115300742300001
tiger,113.116059598000010,28.301039119799999
tiger,114.596201850000000,29.339451539700001
tiger,114.299015225999990,28.075506463600000
tiger,115.277059912000000,28.278532517599999
tiger,115.119611264000000,27.565055699799998
tiger,115.044619706000010,29.227405097900000
tiger,115.452091294000000,29.556917553400002
tiger,115.794337364000000,29.563314829199999
tiger,116.021546644000000,29.190168315400001
tiger,115.694582759000000,29.041985789200002
tiger,115.246697223000000,28.906922438799999
tiger,115.149515667000000,28.730451183200000
tiger,116.769888575000000,29.172716040699999
tiger,117.142943457000000,30.573043408400000
tiger,117.051860084000000,30.063950812900000
tiger,117.153273616000010,29.719076607300000
tiger,118.083723792000000,30.235297003700001
tiger,118.821434014000000,32.065292530699999
tiger,119.731657027000000,31.347531141800001
tiger,120.107440104000010,30.217902092399999
tiger,119.315015915000000,30.189504396899999
tiger,121.374586545000000,29.548421403199999
tiger,121.632107851000000,29.930390346900001
tiger,122.068686601000000,29.991152383100001
tiger,118.245441570000000,29.295338730099999
tiger,118.308901416000000,29.159761716500000
tiger,118.133996376000000,28.996903557000000
tiger,118.863861274000000,28.885486405000002
tiger,118.580577643000000,28.630469226599999
tiger,117.916834161000000,28.416150421099999
tiger,117.965779721000000,28.205111992300001
tiger,117.703520169000000,28.509912831099999
tiger,118.875694202999990,28.238656200699999
tiger,119.167694620000010,28.191994333499999
tiger,119.498837752000000,28.247929419100000
tiger,119.831274789000010,28.223793364700001
tiger,117.714807777999990,27.803567721400000
tiger,117.595417150000000,27.727056322100001
tiger,116.151612861000000,27.470819853100000
tiger,116.671637948000000,27.449655618600001
tiger,116.895217109000000,27.123768570199999
tiger,117.468055875000000,27.214903166900001
tiger,117.785822579000000,26.857387843200001
tiger,118.065046080000000,27.330146701400000
tiger,118.835643680999990,26.633866896400001
tiger,118.993859312000000,26.904670041599999
tiger,119.359492544000010,26.735588520499999
tiger,119.336272714000000,26.116337145900001
tiger,119.303436113999990,25.702416491499999
tiger,118.628591791000010,25.487006080099999
tiger,118.598050466000000,25.151809238700000
tiger,117.769413364000000,25.727418845900001
tiger,117.897275005000000,25.306641739100002
tiger,117.856344840000010,25.081478986899999
tiger,118.128687012000000,25.364113371999998
tiger,117.985270306000000,24.584831329099998
tiger,116.819879658000000,25.354044892800001
tiger,114.884516111000000,26.770248034400002
tiger,114.668482144000000,26.578104967100000
tiger,114.131601012999990,26.543510843300002
tiger,114.050169594000000,26.444035203700000
tiger,112.900264992000000,26.417478034399998
tiger,113.674398543000000,26.035787987599999
tiger,113.823575684999990,25.866959872100001
tiger,113.683768130999990,25.835015861300000
tiger,115.032194395999990,25.996781683500000
tiger,114.838932583000000,25.711133973199999
tiger,115.199834151999990,25.623051074799999
tiger,114.942242562999990,25.238449827400000
tiger,115.354727662000000,25.174356658499999
tiger,115.139454781000000,24.847520972700000
tiger,114.726678361000000,24.772985720900000
tiger,116.163129938000000,24.413744698100000
tiger,115.731547195000000,24.209369459900000
tiger,116.596433574000000,23.379035800699999
tiger,115.003011048000000,23.521612410800000
tiger,115.027535042000000,23.579479202800002
tiger,114.739419803999990,23.886713357600001
tiger,113.800099586000000,25.133164477099999
tiger,113.958488012000000,25.055577591300001
tiger,114.188682232999990,24.496392656800001
tiger,112.345512006000010,25.361394357900000
tiger,114.806199703000000,23.044262562099998
tiger,114.369148029000000,23.078730811100002
tiger,114.173905883000000,22.571506478900002
tiger,113.847041812000000,22.953577678100000
tiger,113.303356425999990,23.190069389300000
tiger,112.848904336000000,24.279598063800002
tiger,112.874865364000000,23.760853803300002
tiger,112.819482840000010,23.251238649800001
tiger,113.035770261000000,22.989305334899999
tiger,112.426805243999990,23.090230578700002
tiger,113.037789395000000,22.567025855600001
tiger,113.273236451000000,22.499077019500000
tiger,113.478373663000000,22.313159895999998
tiger,109.126377678000000,27.247036811800001
tiger,110.581043331000000,27.104913927300000
tiger,110.173402894000010,26.714322574000001
tiger,109.915468076000000,26.452693464300001
tiger,110.840918266000000,26.503101740500000
tiger,110.744781671000000,26.371242083799999
tiger,110.530726279000010,26.032309713600000
tiger,110.426475145000000,25.778579771899999
tiger,109.646405223000000,25.992240027800001
tiger,108.170118441000000,27.440818969900000
tiger,108.492389743000000,27.320745057800000
tiger,106.667535481000000,27.435886142099999
tiger,104.085670251000000,26.877891597200001
tiger,104.702961481000000,26.682635459699998
tiger,106.629869277000000,26.560587009700001
tiger,106.683429982000010,25.947251392199998
tiger,108.105124522000000,26.367263069000000
tiger,108.207040507000000,26.363572719699999
tiger,107.930671860000000,25.852984347800000
tiger,107.786759523000000,25.628653775299998
tiger,107.861023536999990,25.382207478700000
tiger,107.938525717000000,25.227258565500001
tiger,108.030500238000000,25.422163059599999
tiger,109.067483614000000,25.349083025199999
tiger,109.439062142000000,25.117399205100000
tiger,109.216843858000000,25.037193477599999
tiger,108.660600892999990,24.940902971000000
tiger,107.477021914000010,24.952667942200002
tiger,106.978044658000000,24.995971669900001
tiger,106.440224765000000,24.793951893500001
tiger,106.465103885999990,24.384093746800001
tiger,105.125952725999990,24.502559962900001
tiger,105.125634898000000,24.320808072999998
tiger,105.925907463000000,23.605899040200001
tiger,106.246001314000000,23.195316230800000
tiger,107.062838776000010,22.743882529200000
tiger,104.160710088000000,23.486248569000001
tiger,103.511644720000010,23.281666055500001
tiger,103.710766742000000,23.074420731600000
tiger,103.781751990000000,22.715262089199999
tiger,104.104883748000010,22.719294502000000
tiger,103.022980446000010,22.685951190200001
tiger,111.282883195000000,25.521766592999999
tiger,111.085647913000000,25.383048576400000
tiger,111.275477620999990,24.865979059899999
tiger,111.284718377000000,24.591293776000001
tiger,111.627267456000000,24.337438697500001
tiger,112.008478827999990,24.504723646399999
tiger,113.257039001000000,25.232935110700002
tiger,113.492871956000000,24.812486729900002
tiger,113.122028877999990,24.787354747399998
tiger,112.956607623000000,24.802861962700000
tiger,112.802661660000000,24.923835783200001
tiger,112.757701381000000,25.126480568900000
tiger,113.031699925000000,25.024909891400000
tiger,112.606727199999990,24.499315690600000
tiger,115.467756566000010,22.752870193000000
tiger,111.035323457000000,22.433526597499998
tiger,111.900103966000000,21.845550608200000
tiger,110.794938814999990,21.645196642100000
tiger,110.248268255000000,21.144894685099999
tiger,107.843147761000000,22.020834807699998
tiger,107.233386882000000,21.979497966800000
tiger,107.429200370000000,22.093528543000001
tiger,107.349132908000000,22.095798505600001
tiger,102.173882852999990,25.691489825200001
tiger,99.993637198800002,26.727130013400000
tiger,98.801623432599996,27.035657568000001
tiger,98.763135200799994,26.694059046300001
tiger,98.676128504700003,25.567717843200001
tiger,98.672372749100006,25.231238704500001
tiger,98.490350671100003,25.202411897499999
tiger,97.988612632300004,24.842588471500001
tiger,97.837958331899998,24.845399997900000
tiger,98.368571491699996,24.888007928600000
tiger,97.667546715399993,24.389345816900001
tiger,97.737113318499993,24.030647476999999
tiger,98.329745969800001,24.230810955500001
tiger,98.671120645800002,24.302317383700000
tiger,98.820190661200002,24.495524799900000
tiger,100.579426004000000,24.497980271900001
tiger,100.730263343000000,23.914761345399999
tiger,100.791218685999990,23.434553174800001
tiger,100.142048583999990,23.853056000700001
tiger,99.531669004299999,23.876627802100000
tiger,98.957554023399993,23.263597546300002
tiger,99.237147491299993,23.237797275199998
tiger,99.458159170599998,22.695606455699998
tiger,99.424635560200002,22.288235467900002
tiger,100.281224447000000,22.235697868500001
tiger,100.329485085000000,21.984094983799999
tiger,100.540003901000010,22.474490615200001
tiger,100.814893600999990,22.743588860100001
tiger,100.835317246000000,22.669545973799998
tiger,100.872627837000000,22.012487233300000
tiger,101.013474180000000,21.780386934799999
tiger,101.650995483000000,21.808204840100000
tiger,101.744602216000000,21.498977987699998
tiger,101.247217211000010,21.582444560199999
tiger,101.402503127000000,21.663744715600000
tiger,101.598905247000000,21.210643000699999
tiger,101.416695481000000,23.011560431700001
tiger,102.020229908000000,22.944749687800002
tiger,102.249281100000000,22.892415536100000
tiger,102.743273661999990,23.162450770100001
tiger,102.839886107000000,23.195041098400001
tiger,117.425856598000000,42.066845986499999
tiger,117.818300065000000,41.757843389599998
tiger,117.731961697000000,40.364262516200000
tiger,117.804773237000010,40.306194843699998
tiger,125.922747335000000,41.170609277499999
tiger,127.879984854000000,41.519784185299997
tiger,127.810041803999990,41.569173983699997
tiger,126.839298668000000,42.369064840100002
tiger,127.017391635000000,43.003301713799999
tiger,127.551520233999990,42.165077991399997
tiger,127.990493070000000,42.522738886500001
tiger,128.243811647000000,42.584070148499997
tiger,128.787345698000000,42.409253819200003
tiger,129.497426671000000,42.886628401099998
tiger,130.148916358000010,43.512660324499997
tiger,130.518862046000010,42.996453503600002
tiger,130.782190480000000,43.664867227499997
tiger,130.842261474999990,44.042824708799998
tiger,130.239603155999990,44.427739312500002
tiger,129.581002506999990,44.599404061100003
tiger,129.233616036999990,44.034187464500000
tiger,128.164735691000000,44.949666276700000
tiger,128.895695649999990,45.687660188300001
tiger,129.959941431000000,45.941270571399997
tiger,130.195523904000000,45.307370608399999
tiger,128.451115479000010,46.766120706099997
tiger,128.458074452000010,47.001605700200003
tiger,127.667890672000000,46.945421914999997
tiger,129.072114343000010,47.633774050100001
tiger,130.059496606000010,48.575500287399997
tiger,130.101697516000000,47.476220686600001
tiger,129.939807172000000,46.831353221599997
tiger,130.828205832000010,46.968639660800001
tiger,131.202507260000000,46.572304988299997
tiger,131.260360657000010,46.489962240600001
tiger,130.592258979000010,46.237988842599997
tiger,131.700423965999990,46.040159945699997
tiger,133.092686629000010,45.962791519100001
tiger,132.755882799999990,45.980946869500002
tiger,132.992564278000000,45.867994817800003
tiger,85.278352099700001,28.885793646600000
tiger,118.143169533000010,26.567647073100002
tiger,POINT_X,POINT_Y
tiger,45.474840661099996,41.439266768300001
tiger,47.564126301500004,41.371182225799998
tiger,47.496819586100003,40.423813394699998
tiger,46.163991868700002,38.519835720700002
tiger,44.232161571100001,37.086421391099996
tiger,42.835693900800003,36.660860774600003
tiger,48.155615756899998,39.083356488400000
tiger,48.749982019100003,39.331790241500002
tiger,48.224931596600001,39.944645440300000
tiger,49.343801240700003,40.247726740399997
tiger,41.824904395499999,42.510090560199998
tiger,42.769811734800001,42.519008753100003
tiger,42.740351714699997,41.652386959600001
tiger,43.855641828099998,41.428952777299997
tiger,43.171745544799997,40.244541455200000
tiger,44.126685749400004,39.586576236900001
tiger,44.315425304599998,40.114154948600003
tiger,52.679223587099997,42.413457883800000
tiger,53.751205162200002,42.030554311400003
tiger,55.556132019000003,41.876816993799999
tiger,53.047439169000000,40.199558587500000
tiger,53.747105218999998,39.273268236400000
tiger,54.088465629399998,38.044978353600001
tiger,55.005668295900001,39.049896306299999
tiger,55.879073792900002,38.648047253100003
tiger,56.229004049600000,38.096374308199998
tiger,57.478389832200001,38.954649740999997
tiger,55.194427093199998,37.160684040000000
tiger,54.116599280800003,36.489989928800000
tiger,51.894610425700002,35.753803753900002
tiger,50.972070986699997,35.721032947300003
tiger,57.884734657400003,43.069267322700000
tiger,58.574635909500003,42.743797003899999
tiger,59.264950970699999,42.512697581600001
tiger,59.354028161499997,43.313309861199997
tiger,61.268860572100003,40.638280188300001
tiger,62.396195671900003,40.862590569600002
tiger,63.509498244000000,38.602196552400002
tiger,60.904459340199999,36.612987844199999
tiger,62.718211324400002,36.660176203500001
tiger,65.053404380200007,37.491272972899999
tiger,61.668585947300002,35.207175416100000
tiger,62.052740170900002,34.989580162400003
tiger,61.663901517699998,34.359966512000000
tiger,63.049038494300000,35.865080268100002
tiger,65.474864347600004,40.100426461200001
tiger,62.213071734499998,45.751206521900002
tiger,61.672121295200000,48.333947204099999
tiger,64.804502764199995,45.140887677999999
tiger,64.737554446299995,44.296077624299997
tiger,67.718458879600007,45.414293120499998
tiger,66.990076338600005,44.050778396399998
tiger,68.909775072399995,42.698873027499999
tiger,68.410096324899996,41.320595001199997
tiger,70.715722899599996,41.590294289399999
tiger,70.737101965700006,40.248054312199997
tiger,69.693833078899999,52.885250203900000
tiger,71.901678945900002,50.737986898599999
tiger,71.965813493799999,44.293186314400003
tiger,73.807307350800002,44.176116054900000
tiger,75.686638635199998,45.083441257600001
tiger,76.296103208900007,43.956758111900001
tiger,73.472881826899993,42.312005710299999
tiger,74.286057782699999,41.473819410899999
tiger,69.560808193200003,38.681596568400003
tiger,68.808920334299998,38.501647334499999
tiger,69.449070342799999,37.918664896300001
tiger,68.629539043400001,37.904947173700002
tiger,68.066530680599996,37.701924194999997
tiger,67.293207071799998,37.738763745699998
tiger,68.103685817100001,37.167574057700001
tiger,68.770567979500001,36.975914746800001
tiger,63.333798950499997,34.624017983500003
tiger,63.712104142599998,34.356872674400002
tiger,64.234915595299995,34.382300375200003
tiger,74.966936727299995,42.214410434500003
tiger,75.766881961899998,42.216118380700003
tiger,76.636361226299996,41.851079890199998
tiger,77.623020153599995,41.850438879499997
tiger,77.183205940099995,42.741382593499999
tiger,77.084100085900005,52.106626086600002
tiger,74.777815018900000,49.484722772700003
tiger,75.629550709100002,47.855550170699999
tiger,77.345558781899996,43.459960096800003
tiger,79.009464387400001,43.721673192499999
tiger,78.885366972000000,42.769609962200001
tiger,80.365415150499999,46.860571927700001
tiger,83.543802783499999,47.350574215499996
tiger,83.654884093400000,48.481876894300001
tiger,84.945475540199993,48.180784171100001
tiger,84.966908354200001,49.146040536100003
tiger,83.198483510299994,49.980557896400001
tiger,81.343891175300001,51.443775029500003
tiger,80.287515359599993,51.627638009199998
tiger,82.334964147600004,53.172386848000002
tiger,84.918636891899993,53.014069802700000
tiger,84.176176753299998,52.262136626800000
tiger,90.310053803200006,49.806827203300003
tiger,102.910499783000010,55.376650814599998
tiger,104.567630953999990,54.471655693700001
tiger,110.010483441000010,55.888708036899999
tiger,105.464812008000000,50.000049345800001
tiger,111.178988641000000,50.775658736200000
tiger,112.157073728000000,49.968748444900001
tiger,111.481325936000000,48.537510912199998
tiger,114.287578336000000,49.485563780800000
tiger,117.298699403000000,49.513994620699997
tiger,116.861928926000000,47.775964199800001
tiger,114.836166254999990,51.373705789500001
tiger,116.028969677000010,50.456122060399998
tiger,117.020050776999990,51.062070013899998
tiger,116.887149075000000,51.953010607099998
tiger,117.836777665000000,51.879794015599998
tiger,117.090924050000000,53.149179459599999
tiger,118.011011481000000,53.717585795100000
tiger,117.829656951000000,54.272493233100001
tiger,119.761283534000000,53.931551323599997
tiger,120.583808907999990,54.256865578300001
tiger,123.893535869999990,54.044660088100002
tiger,125.654725950000000,53.980553302099999
tiger,127.230219299000000,54.230789493700001
tiger,128.441097407999990,55.472987930000002
tiger,131.138892884000000,55.982761263299999
tiger,130.586624914000000,54.147167529599997
tiger,131.052694682000010,52.952279740700000
tiger,127.580698217999990,52.222624083900001
tiger,126.451092629000000,51.869292910399999
tiger,125.156634981000000,52.473083466600002
tiger,128.065592278000000,50.277672656400000
tiger,131.459509496000010,50.254397884799999
tiger,132.270634929000010,50.300149323100001
tiger,132.319575917000010,51.024231698800001
tiger,132.638005184000010,52.715233649500000
tiger,133.884729913999990,51.838210823499999
tiger,136.556696448000000,52.534016484900000
tiger,138.475913564000000,52.363085664899998
tiger,139.270408013000010,53.268134930400002
tiger,136.971355256000010,51.029786797500002
tiger,138.336392434999990,50.496521503200000
tiger,137.342318070999990,49.591058055900000
tiger,137.040598558999990,49.137389201900000
tiger,136.157988826000010,48.782400868099998
tiger,131.876929824999990,48.353528369400003
tiger,130.220364931000010,42.408894047499999
tiger,129.251840856999990,42.310170360000001
tiger,128.503254787999990,41.718945115799997
tiger,128.500447261999990,40.707350613700001
tiger,127.214097572000000,41.164266258700003
tiger,136.049102112000010,47.889923469800003
tiger,139.992519864999990,51.032238418500000
tiger,139.115174580999990,49.418448014200003
tiger,138.742408325000010,47.984587221699996
tiger,136.980954513999990,48.356680627899998
tiger,137.032274519999990,47.586834141499999
tiger,137.787797753000010,47.275955451100003
tiger,135.741737131000010,47.139904337200001
tiger,135.847938042000010,46.745377370400000
tiger,134.990809781000000,46.344602836100002
tiger,134.398342582999990,46.060251464700002
tiger,135.057488000000010,45.557150787799998
tiger,135.654031930000000,45.900543126199999
tiger,136.528773285000000,45.364985513500002
tiger,136.125602636999990,44.840384245700001
tiger,134.453381752000010,45.129648292299997
tiger,134.745859497999990,44.578672158700002
tiger,133.688408936000000,44.215415436000001
tiger,132.231574437000010,43.656242896099997
tiger,132.971998837000000,43.627798198500003
tiger,133.873894852000010,43.570210533599997
tiger,133.993657211000000,43.027388815300000
tiger,133.182519977000000,43.021181395799999
tiger,132.504598765000000,43.139148419800001
tiger,131.348755154000000,43.023963669799997
tiger,127.604993007999990,40.230121033499998
tiger,126.088729925000000,40.847510308600000
tiger,125.064286151000000,40.138492202400002
tiger,127.460219546999990,38.457950082200000
tiger,128.318247517999990,36.575280432299998
tiger,127.350153660999990,34.958590931000003
tiger,126.588948954000000,35.320463945900002
tiger,126.512847937000000,34.981576422099998
tiger,109.679258630000010,19.015543889900002
tiger,104.775880868000000,21.296512422100001
tiger,105.578941103999990,19.756707348599999
tiger,104.306408701000000,19.629892784799999
tiger,101.167323086000000,18.647446065000000
tiger,105.684289806000000,17.790156481099999
tiger,104.222323696999990,17.700652142500001
tiger,98.342335893200001,17.593313420000001
tiger,96.231841475899998,16.914213948800001
tiger,96.397500293899995,18.537365918199999
tiger,97.218943036499994,19.681823752100001
tiger,94.248482961700006,20.384384191999999
tiger,94.309730545999997,21.970022951600001
tiger,96.485232551999999,25.173082353500000
tiger,95.481653474400005,26.518073779900000
tiger,94.859177250100004,25.296998308999999
tiger,95.027532735600005,24.248427548700001
tiger,94.394997223299995,24.527581158899999
tiger,94.231420442599998,23.983273629900001
tiger,94.085385783400000,23.740609828699998
tiger,93.276312051100007,26.988575990299999
tiger,93.349600894299996,26.295677328299998
tiger,92.660460250699998,26.865293353100000
tiger,92.236736127499995,25.816003833900002
tiger,91.836925102600006,26.725218757800000
tiger,91.307144669899998,26.719380087299999
tiger,88.687525743400002,28.266476353200002
tiger,88.694178383999997,27.687867264099999
tiger,89.722408133399995,27.835687505199999
tiger,89.732738515999998,27.202839080499999
tiger,89.857857025399994,26.630578029300001
tiger,90.286256602899996,26.819391812900001
tiger,89.760471759699996,25.811286510100000
tiger,89.386341507899999,26.738132204300001
tiger,88.719097536899994,26.941296753700001
tiger,87.924450006599997,26.941750956000000
tiger,85.806444925099996,27.270030491699998
tiger,85.113959305400002,27.482662532199999
tiger,84.478201944800006,26.612765412800002
tiger,84.956364926899994,26.009006997899998
tiger,86.984786408299996,26.499571002900002
tiger,87.741249800500000,25.867396750600001
tiger,87.018857471000004,25.296513233900001
tiger,86.228119727600003,25.336124833900001
tiger,85.271039051700001,24.083102374999999
tiger,85.818689845600005,23.904921439799999
tiger,88.618230741999994,23.493867302300000
tiger,89.657406650900000,23.313773541000000
tiger,90.271555444699999,23.292297240800000
tiger,91.970552357200006,23.086346321000001
tiger,89.997747740600005,22.178029661000000
tiger,88.506593785000007,22.475496503500001
tiger,86.898841740500004,21.877851207300001
tiger,86.392570789299995,20.960342475000001
tiger,85.745911895000006,20.549576866900001
tiger,83.520086196799994,22.218767440299999
tiger,83.839994020999995,23.483788396300000
tiger,82.856050613500003,24.304207162299999
tiger,81.903971257199998,24.568517253600000
tiger,82.206210099200007,25.136958536800002
tiger,81.636502877200002,26.838924457899999
tiger,81.726424555199998,27.671453888799999
tiger,80.989860368899997,28.121606721999999
tiger,80.868317239999996,27.710654302100000
tiger,80.995468770299993,22.956175080200001
tiger,81.758117130200006,22.158096923999999
tiger,81.075054082600005,22.171811662200000
tiger,81.195854240599999,21.384837815899999
tiger,81.928749640899994,20.817081925600000
tiger,83.219024401300004,21.002724307499999
tiger,81.429085433200001,20.313492472699998
tiger,81.532182592100000,19.082165428600000
tiger,82.015532677200000,19.296991797899999
tiger,82.051509218000007,17.022462211400001
tiger,79.573934961399999,18.125329144399998
tiger,79.491941965799995,19.931176554400000
tiger,78.895199077900003,21.577990543199999
tiger,78.810814925700001,22.420915853200000
tiger,79.752153580300003,22.814590642999999
tiger,78.511062123100004,19.478835782800001
tiger,78.547760215899999,18.297152358200002
tiger,76.876917699600000,19.126604606299999
tiger,76.435821626199996,17.369455250500000
tiger,74.912140780900003,18.130870886699999
tiger,74.785289785399996,17.107331907199999
tiger,73.731448924999995,19.037614231199999
tiger,73.027584629499998,20.968570208399999
tiger,73.918231250199995,20.713164130500001
tiger,74.597244725199999,20.780654660700002
tiger,76.118086664900005,21.015303789699999
tiger,76.762242790700000,22.200115861099999
tiger,75.882188420000006,22.495117920999999
tiger,74.904342342199996,22.352093602899998
tiger,73.109515985200005,22.590868701300000
tiger,72.418534798200000,23.415772952499999
tiger,71.848982438099995,23.282822235200001
tiger,72.550937430800005,23.872724949999999
tiger,72.517875303300002,24.587859602900000
tiger,74.601601930699999,24.366909439000001
tiger,75.329019469499997,24.954588353700000
tiger,75.323606134299993,25.674863560199999
tiger,76.394478492999994,25.391652900200000
tiger,76.790886865199994,26.027014803000000
tiger,76.128267330200003,23.589197868399999
tiger,76.634584020999995,23.609059597700000
tiger,78.079360343999994,16.543576319600000
tiger,77.334115838499997,16.059170478100000
tiger,77.922475722599998,15.153269435200000
tiger,78.862007521099997,15.603553494900000
tiger,79.370295194700006,15.183538757000001
tiger,76.792127947599994,15.120188602200001
tiger,78.944154388800001,14.255563834700000
tiger,74.382759523600001,14.627671131700000
tiger,74.746533980099997,14.548158535900001
tiger,75.053317071999999,14.036576015400000
tiger,75.472670119399993,14.125269594500001
tiger,74.991951430000000,13.494584181200000
tiger,76.155516922000004,13.500550117400000
tiger,77.787599140699996,13.129104626500000
tiger,79.228175483000001,13.126656808900000
tiger,77.505884021499995,12.295928959199999
tiger,76.971450427500002,12.300745301299999
tiger,76.294622773599997,11.579674168200000
tiger,75.737541035099994,11.692365061100000
tiger,76.504523263999999,10.565073142399999
tiger,77.236036950900001,10.533347540299999
tiger,77.351268868199995,10.949004020800000
tiger,76.892358192499998,9.875198780160000
tiger,76.744167346300003,9.467015401259999
tiger,76.931972744299998,8.922057774580001
tiger,78.178592159600001,9.758878305930001
tiger,134.484177657999990,61.256260708399999
tiger,126.459978675000000,60.197208190700003
tiger,120.874550993000000,59.627253775100002
tiger,72.481146934700007,30.050581234799999
tiger,72.176582891799995,29.101631713600000
tiger,70.454851508900006,28.046882493300000
tiger,73.737097794199997,26.559156742900001
tiger,74.768771850500002,26.810080662699999
tiger,74.782202178199995,27.538226649799999
tiger,75.530258046499995,27.486795965599999
tiger,76.595022744900007,27.743744370200002
tiger,77.539400778000001,28.479287614499999
tiger,77.280187335500003,30.024381574000000
tiger,77.901606427299996,30.166145015200001
tiger,78.559694693099999,29.626904185099999
tiger,78.882073527399996,30.040495208999999
tiger,79.393004022900001,29.659836088700001
tiger,78.917528708700004,29.257286527400002
tiger,79.969576203000003,29.546343644200000
tiger,79.836797945800001,30.158360686100000
tiger,97.811296788999996,16.398990656199999
tiger,99.163746204000006,15.975231351500000
tiger,101.692422022000000,16.679134250800001
tiger,106.640862070000000,16.907506433599998
tiger,106.845490312000000,16.459179667200001
tiger,106.620224818000000,15.948020086700000
tiger,108.014424922000000,14.678487793500000
tiger,104.828805632000000,14.836582574800000
tiger,103.993893377000010,13.396488331700001
tiger,107.203313089000010,13.531016851300000
tiger,108.090662390000010,13.242510506500000
tiger,108.862387570000000,13.108360991700000
tiger,108.949976080000000,12.530551532600001
tiger,109.138662045999990,11.978855651800000
tiger,108.400645718000010,11.956841685200001
tiger,107.824186243000000,11.596044762400000
tiger,106.896323463000000,11.850487663799999
